artists,genres,popularity,valence,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,key,mode,duration_ms,count
Jim Jones,"['gangster rap', 'harlem hip hop', 'hip hop', 'pop rap', 'rap', 'trap']",45.73333333,0.589933333,0.047019067,0.6196,0.710133333,0.000160133,0.32168,-6.191333333,0.303666667,113.3064667,1,1,260911.2,15
Jim Morrison,"['classic rock', 'psychedelic rock', 'rock']",39.08695652,0.420047826,0.57876087,0.522434783,0.321043478,0.102718604,0.283934783,-20.22986957,0.205652174,103.3501304,2,1,117473.6522,23
Jim Nabors,['adult standards'],16.8,0.26696,0.8576,0.2202,0.3442,0.00072994,0.12856,-11.8922,0.0352,118.3676,1,1,187858.8,10
Jim Reeves,"['adult standards', 'nashville sound']",34.96470588,0.431670588,0.849941176,0.454117647,0.232209412,0.087154676,0.176054118,-15.19789412,0.031937647,99.91681176,7,1,156583.4588,85
Jim Stafford,['bubblegum pop'],33.75,0.63425,0.546,0.6355,0.483,0.000236928,0.201,-12.26825,0.067425,135.23825,7,1,191970.25,8
Jim Steinman,[],37,0.755,0.151,0.628,0.637,0.00109,0.262,-13.175,0.0294,110.447,0,1,387267,2
Jim Stewart,[],30,0.40975,0.537625,0.516,0.485,0.5329,0.0974375,-11.639375,0.0535,120.13425,0,1,253258.25,8
Jim Sturgess,['hollywood'],44.66666667,0.339777778,0.311911111,0.449333333,0.482911111,0.023233533,0.228888889,-9.100333333,0.052288889,114.7125556,7,1,149193.8889,9
Jim Tomlinson,"['contemporary vocal jazz', 'vocal jazz']",54.5,0.5755,0.8015,0.735,0.232675,0.00820805,0.13655,-15.663,0.037325,122.744,1,1,229532.5,4
Jim and Jesse and the Virginia Boys,['bluegrass gospel'],14.57142857,0.737857143,0.5,0.613571429,0.365142857,4.47E-05,0.141428571,-11.51171429,0.0321,116.8334286,9,1,155855.4286,14
Jim's Big Ego,['boston rock'],41,0.354,0.0704,0.634,0.712,0.000119,0.663,-8.005,0.146,118.128,2,1,253200,2
Jimi Hendrix,"['acid rock', 'blues rock', 'classic rock', 'psychedelic rock', 'rock']",42.38679245,0.540061321,0.214977736,0.426254717,0.71609717,0.17004998,0.266725472,-8.742075472,0.099253774,120.3462547,8,1,248348.8208,212
Jimmie Allen,"['contemporary country', 'country pop']",66.33333333,0.592333333,0.373766667,0.571333333,0.702666667,0,0.090966667,-5.386333333,0.0419,154.9868333,4,1,184642.1667,6
Jimmie Dee,[],32,0.874,0.944,0.491,0.715,1.67E-06,0.873,-6.751,0.175,139.029,11,1,127000,2
Jimmie Dodd,[],42,0.846,0.851,0.703,0.609,0.000515,0.525,-13.788,0.275,130.957,3,1,161173,2
Jimmie Grier & His Orchestra,[],10,0.521,0.964,0.396,0.224,0.447,0.158,-13.941,0.0425,68.369,10,1,196116,2
Jimmie Komack,[],8.333333333,0.629,0.858,0.644333333,0.294666667,0,0.163266667,-13.84166667,0.323333333,125.4306667,8,1,278080,3
Jimmie Lunceford,"['big band', 'ragtime', 'stride', 'swing', 'vintage jazz']",8.259259259,0.687,0.922592593,0.611111111,0.340251852,0.463381504,0.168962963,-12.3102963,0.105692593,140.542037,5,1,168544.5556,54
Jimmie Lunceford & His Orchestra,"['big band', 'swing']",0.785714286,0.669357143,0.908928571,0.641214286,0.261821429,0.297816,0.183485714,-12.06128571,0.146578571,131.215,5,1,179275.2857,28
Jimmie Rodgers,"['appalachian folk', 'folk', 'old-time', 'traditional country', 'traditional folk', 'western swing', 'yodeling']",4.98019802,0.627277228,0.914683168,0.583881188,0.539148515,0.000979829,0.188310891,-5.203326733,0.03479505,126.9162178,7,1,182836.8911,101
Jimmie Thompson,[],12.5,0.44275,0.91075,0.48775,0.24775,0,0.2379,-15.4135,0.072525,91.949,2,1,162453.25,4
Jimmie Van Zant Band,"['modern southern rock', 'southern rock']",36,0.761,0.00133,0.446,0.841,0.00634,0.314,-7.49,0.051,159.51,2,1,323268,2
Jimmie Vaughan,"['blues', 'blues rock', 'electric blues', 'modern blues', 'soul blues', 'texas blues']",44.8,0.7658,0.311,0.5426,0.5958,0.014204,0.3006,-8.951,0.0464,145.5556,0,0,334010.6,5
Jimmie's Chicken Shack,"['funk metal', 'funk rock']",40,0.580333333,0.0140116,0.509,0.903333333,5.73E-05,0.183733333,-6.229,0.058766667,144.3663333,9,1,204889,6
Jimmy & Walter,[],8,0.452,0.831,0.487,0.645,0.537,0.519,-5.844,0.0359,81.373,10,1,177831,2
Jimmy Barnes,"['australian pop', 'australian rock']",50.5,0.518,0.08725,0.444,0.8755,0.0286125,0.2419,-7.8955,0.0675,146.0605,2,1,273526.5,4
Jimmy Bondoc,['opm'],63,0.316,0.827,0.505,0.283,0,0.0732,-8.37,0.0429,123.964,9,1,312347,2
Jimmy Boyd,[],24,0.4605,0.927,0.5025,0.175,0,0.141,-11.66,0.0318,115.3465,10,1,149686.5,4
Jimmy Boyd; Accompanied by Norman Luboff,[],35,0.451,0.947,0.506,0.113,0,0.169,-15.61,0.0329,115.942,10,1,149493,2
Jimmy Bracken's Toe Ticklers,[],21,0.927,0.992,0.621,0.464,0.734,0.103,-11.3,0.143,199.693,7,1,168760,2
Jimmy Bryant,['country boogie'],10,0.815,0.510666667,0.734666667,0.576333333,0.484666667,0.146733333,-10.464,0.034866667,107.4563333,7,1,124675.6667,3
Jimmy Buffett,"['country rock', 'folk rock', 'mellow gold', 'soft rock']",34.75793651,0.677376984,0.400234048,0.625031746,0.439448413,0.008870325,0.141975794,-13.84510714,0.042471032,125.5628254,7,1,225970.1032,252
Jimmy Carroll,[],0.363636364,0.448909091,0.849454545,0.379454545,0.401636364,0.000479511,0.511381818,-9.686545455,0.166990909,88.47954545,7,1,364678.9091,11
Jimmy Carroll & His Orchestra,[],3,0.818,0.8405,0.541,0.4425,0,0.2905,-12.72,0.08505,144.752,5,1,126533,4
Jimmy Carroll Orchestra,[],9.5,0.3,0.9435,0.275,0.2475,0.002295,0.4995,-9.635,0.0353,82.0145,10,1,195147,4
Jimmy Carroll Percussion Ensemble,[],0,0.396,0.683,0.401,0.121,0.0148,0.0387,-23.085,0.0327,91.347,7,1,210467,2
Jimmy Castor,"['funk', 'rare groove']",36,0.951,0.398,0.713,0.79,0.478,0.225,-8.853,0.0399,105.762,0,1,150227,2
Jimmy Cliff,"['dub', 'reggae', 'roots reggae', 'ska']",38.24561404,0.811578947,0.205921053,0.753421053,0.510122807,0.002062094,0.150517544,-11.61808772,0.060784211,122.0532632,1,1,229282.2632,57
Jimmy Cobb,['jazz drums'],24,0.27885,0.699166667,0.4305,0.1841,0.5440797,0.3851,-20.3555,0.045833333,108.3021667,7,0,318937.6667,6
Jimmy Dawkins,"['blues', 'chicago blues', 'electric blues']",51,0.746,0.125,0.5,0.638,0.0285,0.199,-7.262,0.0461,122.621,2,1,239267,2
Jimmy DeBerry,[],2,0.656,0.78,0.85,0.315,0.000741,0.074,-7.906,0.0353,92.904,2,1,139187,2
Jimmy Dean,['nashville sound'],19.40677966,0.631101695,0.661966102,0.592661017,0.419159322,0.001093181,0.150847458,-13.96094915,0.1154,115.8595593,2,1,175963.7627,59
Jimmy Dorsey,"['adult standards', 'big band', 'jazz clarinet', 'lounge', 'swing', 'tin pan alley']",13.2,0.6988,0.8485,0.5812,0.5079,0.274782655,0.26586,-8.6144,0.07379,127.5107,0,1,166294.2,10
Jimmy Dorsey & His Orchestra,"['big band', 'swing']",3.88,0.57532,0.96588,0.36528,0.60464,0.7837612,0.60428,-11.40768,0.162504,112.85872,4,1,161238.52,25
Jimmy Douglas,[],37.5,0.9355,0.00842,0.6535,0.806,0.31985,0.10125,-9.794,0.03205,115.768,2,1,368353.5,4
Jimmy Douglass,[],34.66666667,0.640333333,0.324166667,0.629,0.359333333,9.49E-05,0.151166667,-12.432,0.039266667,94.61133333,10,1,261426.6667,6
Jimmy Durante,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",27.33333333,0.389555556,0.757083333,0.384916667,0.316666667,0.002410773,0.208325,-11.99972222,0.068155556,111.7672222,0,1,170959.3333,72
Jimmy Eat World,"['emo', 'modern power pop', 'modern rock', 'pop punk', 'pop rock', 'rock']",50.68571429,0.4232,0.021163726,0.503914286,0.838285714,0.052906591,0.250268571,-5.527485714,0.053805714,137.3033714,2,1,247425.1714,35
Jimmy Freudenberg,[],34.5,0.471,0.543,0.7025,0.3535,0.009995,0.1115,-12.647,0.0352,97.5655,7,1,243020,2
Jimmy Gilmer & The Fireballs,[],48,0.881,0.23,0.792,0.803,5.04E-06,0.0639,-7.486,0.0667,132.845,7,1,123693,2
Jimmy Giuffre,"['avant-garde jazz', 'bebop', 'contemporary post-bop', 'cool jazz', 'free improvisation', 'free jazz', 'hard bop', 'jazz', 'jazz clarinet', 'jazz saxophone']",12.48717949,0.335435897,0.964025641,0.490923077,0.071615897,0.628699079,0.118415385,-21.35358974,0.069441026,100.0640513,8,1,299003.5641,39
Jimmy Gonzalez Y Grupo Mazz,"['tejano', 'tex-mex']",45,0.6595,0.396,0.5765,0.6725,0,0.07255,-5.719,0.0426,157.759,11,1,236213.5,4
Jimmy Hall,[],29,0.2695,0.5565,0.306,0.39645,0.2225344,0.4997,-15.847,0.0472,154.9905,7,1,418300,2
Jimmy Hamilton,"['classical clarinet', 'jazz clarinet']",0.714285714,0.404,0.489814286,0.441285714,0.427,0.406171874,0.856,-17.90114286,0.205128571,108.198,5,1,297904.8571,7
Jimmy Heath,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",18,0.598,0.61975,0.43525,0.29975,0.03997965,0.161975,-15.6775,0.033625,130.8285,8,1,316346.75,8
Jimmy Heath Orchestra,[],24,0.609,0.593,0.528,0.367,0.348,0.252,-16.555,0.0346,95.677,5,0,286027,2
Jimmy Helms,[],40,0.371,0.518,0.394,0.498,0.0521,0.387,-10.321,0.0383,141.816,5,1,220333,2
Jimmy Johnson,"['blues', 'chicago blues', 'electric blues']",15.83333333,0.477166667,0.603166667,0.578666667,0.384833333,0.191856667,0.199666667,-15.54333333,0.0433,97.87016667,3,1,298682,6
Jimmy Johnson & His Orchestra,[],0,0.774,0.835,0.715,0.39,0.286,0.146,-13.103,0.0782,94.66,5,0,171173,2
Jimmy Jones,[],34.5,0.8605,0.5045,0.5145,0.6715,6.25E-05,0.212,-7.3065,0.0533,146.18,3,1,126300,4
Jimmy Joyce & His Children's Chorus,[],11.4,0.496,0.8216,0.3684,0.2752,0.0002596,0.4418,-12.9576,0.03512,85.7796,7,1,172143.8,10
Jimmy Keltner,[],30,0.40975,0.537625,0.516,0.485,0.5329,0.0974375,-11.639375,0.0535,120.13425,0,1,253258.25,8
Jimmy Knepper Quintet,[],1.833333333,0.729666667,0.8325,0.5315,0.4625,0.000163752,0.170433333,-11.53533333,0.080983333,132.9063333,10,1,260244.3333,12
Jimmy LaFave,"['alternative country', 'austin singer-songwriter', 'country rock', 'folk', 'lilith', 'roots rock', 'traditional folk']",46.33333333,0.422666667,0.559333333,0.387333333,0.459333333,1.68E-05,0.723333333,-14.2,0.208466667,173.3876667,9,1,265720.3333,3
Jimmy Larkin,[],10,0.346,0.966,0.616,0.209,0,0.127,-16.566,0.902,76.418,7,1,1415707,1
Jimmy Lunceford and His Orchestra,[],9,0.635,0.841,0.68,0.654,0.894,0.221,-10.284,0.0828,120.022,0,0,169800,2
Jimmy Martin,"['appalachian folk', 'bluegrass', 'old-time', 'progressive bluegrass', 'traditional folk']",23.33333333,0.904333333,0.538333333,0.587333333,0.721666667,5.86E-06,0.201,-6.481666667,0.035133333,111.3666667,9,1,176297.6667,6
Jimmy McGriff,"['hammond organ', 'jazz funk', 'jazz organ', 'soul jazz']",28.2,0.8808,0.41602,0.6968,0.7022,0.7894,0.11638,-9.173,0.04492,110.2114,9,1,236237.2,10
Jimmy McHugh,['tin pan alley'],5,0.5225,0.8305,0.572,0.2785,0,0.1245,-15.2315,0.4817,98.635,7,1,785953.5,2
Jimmy McPartland,['new orleans jazz'],21,0.927,0.992,0.621,0.464,0.734,0.103,-11.3,0.143,199.693,7,1,168760,1
Jimmy Murphy,['country gospel'],2,0.873,0.775,0.64,0.7,0.00077,0.105,-6.046,0.0366,105.123,7,1,113493,2
Jimmy Page,"['album rock', 'blues rock', 'british blues', 'classic rock', 'electric blues', 'hard rock', 'rock']",19,0.961,0.382,0.538,0.748,0.0159,0.613,-7.03,0.0314,143.824,0,1,120974,2
Jimmy Raney,"['cool jazz', 'jazz guitar']",9,0.5535,0.95225,0.543,0.195875,0.3588245,0.1211,-18.2485,0.04705,119.78175,7,1,258756.75,4
Jimmy Ray,[],42,0.672,0.13,0.75,0.914,2.33E-05,0.392,-5.707,0.0704,99.083,10,0,201200,2
Jimmy Reed,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'harmonica blues', 'rock-and-roll', 'traditional blues']",13.33333333,0.697,0.743222222,0.635,0.503333333,0.012452271,0.133411111,-9.627166667,0.042405556,112.0602778,9,1,157530.1111,36
Jimmy Rogers,"['acoustic blues', 'blues', 'boogie-woogie', 'chicago blues', 'traditional blues']",41.5,0.636,0.7395,0.5645,0.3835,0.00125245,0.2265,-13.3685,0.0684,95.644,11,1,168820,4
Jimmy Ross,"['deep disco', 'post-disco']",36,0.877,0.0317,0.819,0.615,0.25,0.0777,-9.957,0.0717,118.198,9,0,427433,2
Jimmy Ruffin,"['brill building pop', 'classic soul', 'motown', 'soul', 'southern soul']",44.66666667,0.708,0.4854,0.530666667,0.651,0,0.339,-7.85,0.030866667,117.81,7,0,181351,6
Jimmy Rushing,"['jazz blues', 'jump blues']",11,0.478818182,0.794181818,0.613181818,0.240272727,0.00036498,0.144909091,-13.07227273,0.066609091,107.7838182,10,0,204860.5455,11
Jimmy Rushing And His Orchestra,[],0,0.6345,0.504,0.522,0.3425,0.000147,0.1834,-12.031,0.03575,89.7325,1,1,197753,4
Jimmy Sabater,"['boogaloo', 'latin jazz', 'salsa', 'salsa international']",33,0.745,0.833,0.568,0.757,0.0488,0.713,-5.341,0.0608,76.169,5,1,510400,2
Jimmy Scott,['vocal jazz'],39,0.137,0.846,0.361,0.045,0.00142,0.105,-19.74,0.0389,121.116,8,0,234507,2
Jimmy Shirl,[],0,0.143,0.977,0.208,0.277,3.64E-06,0.128,-11.127,0.0354,170.492,4,1,156640,1
Jimmy Simpson,[],43,0.82,0.359,0.803,0.625,0.000876,0.121,-7.857,0.0404,100.298,5,1,367640,2
Jimmy Smith,"['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz fusion', 'jazz organ', 'soul jazz']",28.15909091,0.554227273,0.744295455,0.565659091,0.402306818,0.624358182,0.241195455,-13.97097727,0.048863636,117.0569318,5,1,465558.1818,44
Jimmy Soul,[],48,0.839,0.695,0.673,0.866,0.000231,0.328,-8.34,0.0391,93.224,10,1,143000,2
Jimmy Wayne,"['country', 'country road']",40,0.376,0.0723,0.503,0.827,1.15E-06,0.126,-4.046,0.0553,161.834,4,1,204387,2
Jimmy Webb,['singer-songwriter'],33,0.304,0.653,0.533,0.391,0.0181,0.119,-10.512,0.0319,82.368,0,0,230560,2
Jimmy Witherspoon,"['blues', 'electric blues', 'jazz blues', 'jump blues', 'rhythm and blues', 'traditional blues']",18.85714286,0.374571429,0.855857143,0.619714286,0.265,0.001056,0.164714286,-10.60057143,0.053842857,93.75142857,5,1,175232.5714,7
Jimmy Woods,[],22,0.562,0.182,0.414,0.648,1.08E-05,0.275,-11.275,0.0543,111.65,3,1,361160,1
Jimmy Woods Sextet,[],22,0.562,0.182,0.414,0.648,1.08E-05,0.275,-11.275,0.0543,111.65,3,1,361160,1
Jimmy Yancey,"['boogie-woogie', 'piano blues', 'stride']",3.75,0.72825,0.992,0.4885,0.21395,0.8345,0.1435,-17.38275,0.06285,154.67175,11,1,177925,8
Jimmy Zambrano,[],55.25,0.85975,0.482,0.695,0.67425,0,0.131975,-4.7815,0.054075,149.781,11,1,287546.5,8
Jin Hashimoto,['otacore'],65,0.2,2.22E-05,0.293,0.958,6.64E-06,0.357,-3.741,0.138,164.935,9,0,278067,2
Jinsang,"['chillhop', 'japanese chillhop', 'korean r&b', 'lo-fi beats']",61.25,0.62625,0.763,0.664,0.33775,0.90625,0.10555,-13.23425,0.15445,104.18075,6,1,108188.75,8
Jiri Krejci,[],36,0.381,0.985,0.377,0.109,0.872,0.261,-19.432,0.04,144.589,3,1,535000,1
Jiri Seidl,[],36,0.381,0.985,0.377,0.109,0.872,0.261,-19.432,0.04,144.589,3,1,535000,1
Jitendra Nath Dutt,[],0,0.525,0.995,0.322,0.257,0.767,0.519,-13.611,0.0562,69.265,3,0,191573,2
Jitendranath Das,[],0,0.315,0.995,0.364,0.196,1.53E-05,0.365,-12.543,0.0556,68.83,5,0,186093,2
Jiří Bělohlávek,['orchestral performance'],57,0.0394,0.965,0.204,0.0305,0.268,0.111,-31.159,0.0462,114.214,2,1,156573,1
Jiří Skopal,[],13.5,0.4565,0.907,0.4845,0.1103,4.97E-05,0.07415,-20.9615,0.0518,138.356,7,1,165233.5,2
Jiří Válek,['classical flute'],47,0.319,0.975,0.334,0.0887,0.916,0.0995,-22.322,0.0438,111.423,5,1,452000,1
Jnan Dutt,[],0,0.599588235,0.986647059,0.532588235,0.212388235,0.360153588,0.263529412,-12.68982353,0.165047059,107.6455882,7,1,176346.7059,17
Jnan Prakash Ghosh,"['hindustani classical', 'hindustani instrumental', 'indian classical', 'tabla']",0,0.971,0.99,0.772,0.409,0.0138,0.635,-7.818,0.0428,113.657,5,1,171119,2
Jo Ann Kelly,['british blues'],0,0.607,0.82,0.577,0.266,0.0108,0.326,-8.742,0.0344,164.02,5,1,168840,2
Jo Boxers,['early synthpop'],44,0.838,0.0601,0.644,0.904,2.77E-06,0.297,-9.198,0.0582,146.95,9,0,285373,2
Jo Dee Messina,"['contemporary country', 'country', 'country dawn', 'country road']",48.85714286,0.50752381,0.244914286,0.546571429,0.688761905,3.68E-06,0.197742857,-6.988190476,0.041990476,130.4498571,0,1,224139,21
Jo Jo Gunne,['blues rock'],34,0.793,0.184,0.587,0.786,0.267,0.0302,-6.048,0.0349,136.089,3,1,155267,2
Jo Moutet,[],0,0.439,0.741,0.476,0.248,0,0.171,-12.746,0.0391,125.041,0,1,152393,1
Jo Stafford,"['adult standards', 'big band', 'easy listening', 'lounge', 'swing', 'torch song', 'vocal jazz']",23.18181818,0.418363636,0.932454545,0.491090909,0.142745455,0.012556027,0.161045455,-15.07,0.038727273,100.9064545,4,1,180720,11
Jo Sullivan,[],4,0.0794,0.974,0.266,0.135,8.37E-05,0.109,-16.149,0.0343,101.274,5,1,147667,1
Jo Vincent,"['pop', 'viral pop']",0,0.0783,0.932666667,0.187333333,0.211666667,0.120666667,0.115,-19.85433333,0.048133333,107.429,11,0,207702,3
JoJo,"['dance pop', 'electropop', 'hip pop', 'pop', 'pop dance', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",62.28571429,0.514285714,0.01624,0.457428571,0.731,0.0054388,0.153714286,-4.892571429,0.116314286,127.3094286,6,0,217699,7
JoJo Siwa,['social media pop'],60,0.847,0.00942,0.828,0.794,0.145,0.413,-4.802,0.0436,115.013,11,1,207478,2
Joachim Garraud,['electro house'],58.66666667,0.624666667,0.022108333,0.742666667,0.852,0.004125133,0.144033333,-4.418,0.081333333,127.909,4,0,206240.3333,3
Joakim Svenheden,[],51,0.0797,0.962,0.151,0.0639,0.603,0.466,-24.404,0.0439,61.577,11,0,200360,2
Joan,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",59,0.836,0.266,0.739,0.797,0.341,0.15,-9.92,0.0458,94.994,6,1,208107,2
Joan Armatrading,"['classic uk pop', 'folk', 'folk rock', 'lilith', 'mellow gold', 'new wave pop', 'singer-songwriter', 'traditional folk']",35.3125,0.493625,0.5558075,0.612625,0.282275,0.010687159,0.10459375,-16.795625,0.05369375,118.36425,10,1,216584.1875,32
Joan Baez,"['american folk revival', 'folk', 'folk rock', 'singer-songwriter', 'traditional folk']",30.63157895,0.404357895,0.743982456,0.45877193,0.223812281,0.000237228,0.237938596,-15.31040351,0.046896491,117.9120526,11,1,229977.0175,114
Joan Bowman,[],0,0.475,0.845,0.569,0.303,0,0.122,-8.854,0.0623,104.644,7,1,221787,1
Joan Diener,[],5.5,0.4125,0.925,0.481,0.423,5.40E-07,0.5805,-11.5605,0.1096,93.0685,7,1,222386.5,2
Joan Ellison,[],0,0.33718,0.9778,0.4739,0.2352,0.093565612,0.10718,-12.7078,0.0465,113.6207,3,1,189989.3,10
Joan Fibla,[],0,0.155,0.0963,0.793,0.641,0.222,0.0582,-8.919,0.105,128.017,4,0,375020,2
Joan Jett & The Blackhearts,"['glam punk', 'rock']",36.93939394,0.652454545,0.116076242,0.492060606,0.829787879,0.020730422,0.23389697,-7.027030303,0.079781818,136.5947576,11,1,192082,66
Joan Leslie,[],0.666666667,0.833333333,0.992,0.596,0.651333333,0.006071133,0.392333333,-7.975333333,0.117333333,101.3663333,3,1,144459,3
Joan Manuel Serrat,"['cantautor', 'nova canco', 'nueva cancion', 'spanish pop', 'trova']",46.0952381,0.533857143,0.662561905,0.471238095,0.510952381,3.63E-07,0.267933333,-7.531142857,0.083242857,118.0308095,9,1,199574.7143,42
Joan Osborne,"['folk', 'lilith', 'new wave pop', 'pop rock', 'singer-songwriter']",52,0.4045,0.1699,0.446,0.6345,0.00012005,0.10475,-8,0.0353,128.8155,9,1,320587,4
Joan Roberts,"['british singer-songwriter', 'freak folk', 'new isolationism', 'outsider house']",3,0.3013,0.908181818,0.394454545,0.160509091,0.003526776,0.158963636,-12.89654545,0.047063636,111.328,8,1,187994,11
Joan Sebastian,"['banda', 'grupera', 'norteno', 'ranchera', 'regional mexican']",48.26724138,0.830534483,0.574258621,0.672560345,0.514625,0.001264173,0.152237069,-7.703556034,0.064882328,127.9941552,10,1,177054.7069,232
Joan Weber,['deep adult standards'],14,0.336,0.902,0.376,0.296,0,0.124,-7.203,0.0344,83.388,9,1,142733,2
Joanie Bartels,[],30.5,0.538,0.9105,0.5195,0.2625,0.0092,0.10295,-11.6325,0.0387,85.5785,2,1,140086.5,4
Joanie Sommers,['brill building pop'],20.25,0.5145,0.7825,0.5065,0.2705,0.014775,0.2725,-14.66175,0.038625,114.023,7,1,150553.25,8
Joann Falletta,['orchestral performance'],51,0.0386,0.945,0.141,0.00268,0.601,0.0756,-37.571,0.0427,140.372,2,0,170213,2
Joanna Borowska,[],49,0.177,0.965,0.295,0.12,0.821,0.223,-17.601,0.0472,152.712,0,1,262440,1
Joanna Brouk,['fourth world'],34.5,0.03745,0.968,0.3485,0.0729,0.95,0.1095,-21.6405,0.06055,98.9215,11,1,855065.5,4
Joanna Gleason,[],29.5,0.45975,0.91975,0.4985,0.22325,0,0.157075,-14.51225,0.116975,119.93775,10,1,227736.75,4
Joanna Graham,[],44,0.58,0.984,0.481,0.115,0.314,0.157,-21.831,0.0485,93.691,2,1,202960,1
Joanna Jones,[],64,0.312,0.164,0.458,0.778,0,0.315,-4.831,0.279,72.55,1,0,201600,2
Joanna Newsom,"['chamber folk', 'chamber pop', 'freak folk', 'harp', 'new weird america']",48,0.776,0.2492,0.888333333,0.781666667,0.01456998,0.1896,-4.500333333,0.109733333,108.0103333,7,1,105867,3
Joanna Pacitti,['post-teen pop'],45,0.915,0.0958,0.837,0.824,2.52E-06,0.0449,-4.828,0.0508,104.769,6,0,195733,2
Joanna Wang,"['c-pop', 'chinese audiophile', 'chinese indie', 'chinese jazz', 'mandopop', 'taiwan singer-songwriter']",58,0.61,0.8,0.67,0.306,1.18E-06,0.0829,-11.032,0.0366,139.949,2,1,225053,2
Joanne Gilbert,[],5.6,0.624,0.8478,0.52,0.27712,0.001596,0.2434,-14.4026,0.09026,117.426,9,1,155389.4,10
Joanne Miya,[],24.66666667,0.535666667,0.807333333,0.716333333,0.342666667,0,0.1366,-11.41133333,0.1603,112.1666667,5,1,215293.3333,3
Joanne Polk,"['american classical piano', 'classical piano']",49,0.188,0.978,0.24,0.0834,0.944,0.0804,-29.545,0.0499,169.621,6,0,159320,2
Joao Petra De Barros,[],8,0.962,0.995,0.774,0.284,0.857,0.176,-20.729,0.287,70.719,5,1,147760,2
Joaquin Phoenix,['hollywood'],38.66666667,0.713666667,0.390833333,0.713833333,0.674666667,0.192133333,0.143433333,-8.124,0.044716667,117.3603333,1,1,182822.3333,6
Joaquin Romaguera,[],27,0.5705,0.8595,0.587,0.58,9.15E-06,0.9045,-9.2205,0.3075,113.0045,7,1,270706.5,2
